,Username,Can be bet on?,# Of Times Top in a Category,# Of Times Top in a Category (ALL SHEETS),AVIATE_ONE_CM,ANIMALS_BRED,BELL_RING,BOAT_ONE_CM,CLEAN_ARMOR,CLEAN_BANNER,CLEAN_SHULKER_BOX,CLIMB_ONE_CM,CROUCH_ONE_CM,DAMAGE_ABSORBED,DAMAGE_BLOCKED_BY_SHIELD,DAMAGE_DEALT,DAMAGE_DEALT_ABSORBED,DAMAGE_DEALT_RESISTED,DAMAGE_RESISTED,DAMAGE_TAKEN,DEATHS,DROP,EAT_CAKE_SLICE,ENCHANT_ITEM,FALL_ONE_CM,FILL_CAULDRON,FISH_CAUGHT,FLY_ONE_CM,HAPPY_GHAST_ONE_CM,HORSE_ONE_CM,INSPECT_DISPENSER,INSPECT_DROPPER,INSPECT_HOPPER,INTERACT_WITH_ANVIL,INTERACT_WITH_BEACON,INTERACT_WITH_BLAST_FURNACE,INTERACT_WITH_BREWINGSTAND,INTERACT_WITH_CAMPFIRE,INTERACT_WITH_CARTOGRAPHY_TABLE,INTERACT_WITH_CRAFTING_TABLE,INTERACT_WITH_FURNACE,INTERACT_WITH_GRINDSTONE,INTERACT_WITH_LECTERN,INTERACT_WITH_LOOM,INTERACT_WITH_SMITHING_TABLE,INTERACT_WITH_SMOKER,INTERACT_WITH_STONECUTTER,JUMP,LEAVE_GAME,MINECART_ONE_CM,MOB_KILLS,NAUTILUS_ONE_CM,OPEN_BARREL,OPEN_CHEST,OPEN_ENDERCHEST,OPEN_SHULKER_BOX,PIG_ONE_CM,PLAY_NOTEBLOCK,PLAY_RECORD,PLAYER_KILLS,POT_FLOWER,RAID_TRIGGER,RAID_WIN,SLEEP_IN_BED,SNEAK_TIME,SPRINT_ONE_CM,STRIDER_ONE_CM,SWIM_ONE_CM,TALKED_TO_VILLAGER,TARGET_HIT,TIME_SINCE_DEATH,TIME_SINCE_REST,TOTAL_WORLD_TIME,TRADED_WITH_VILLAGER,TRIGGER_TRAPPED_CHEST,TUNE_NOTEBLOCK,USE_CAULDRON,WALK_ON_WATER_ONE_CM,WALK_ONE_CM,WALK_UNDER_WATER_ONE_CM
681,MagnusVD,True,0.0,0.0,,,,"209,182",,,,"2,269",,,,76,,,2,493,2,,,,"7,813",,,"13,290",,,,,,,,,,,,19,14,,3,,,,,592,10,,1,,9,6,4,2,,,,,,,,,17,"185,883",,,,,"12,996","13,026","98,877",,,,,"8,504","526,718","4,614"
683,BurundiAryan,True,0.0,0.0,,,,"628,514",,,,,739,,,296,,,2,772,1,15,,,"21,421",,,"920,044",,,,,,,,,,,,2,,,,,,,,"1,179",1,,1,,3,2,,7,,,,,,,,,"3,224","363,114",,568,,,"67,138","2,683","98,040",,,,,"4,721","136,194","33,766"
685,vampfyp,True,0.0,0.0,,,,"7,050",,,,858,"9,015",,,787,,,6,556,,1,,,"40,644",,,"430,387",,,,,,,,,,,,,,,1,,,,,"1,639",5,,6,,43,93,16,195,,,1,,,,,1,"9,933","314,124",,"13,494",,,"96,550","25,797","96,550",,5,,,"4,257","155,263","5,448"
688,SoulTamer,True,0.0,0.0,,,,"21,607",,,,,118,,,"1,166",,,18,965,,6,,,"70,312",,,"544,504",,,1,,,,,,,,,,,,1,,,,,"1,892",7,,8,,6,11,8,4,,,,,,,,,164,"183,589",,"21,519",,,"95,858","5,713","95,858",,,,,"4,175","81,526","3,104"
694,phiil,True,0.0,0.0,,,,,,,,,215,,,401,,,7,452,,1,,,"103,985",,,"561,200",,,,,,,,,,,,,,,1,,,,,"2,278",5,,2,,4,2,1,1,,,,,,,,,92,"331,729",,"5,554",,,"92,106","36,036","92,106",,,,,"3,484","51,036",434
699,Ajakx13,True,0.0,0.0,,,,"58,202",,,,"6,965",824,,,497,,,2,648,1,4,,,"14,378",,,"135,962",,,,,,,,,,,,,,,,,,,,804,2,,2,,2,65,1,3,,,,,,,,1,710,"274,340",,"10,065",,,"22,213",855,"89,243",,,,,"4,275","432,051","25,862"
702,StarlightSkipper,True,0.0,0.0,,,,"203,980",,,,"2,207","3,539",,,"5,084",,,,963,,,,,"49,118",,,"252,252",,,,,,,,,,,,6,4,,,,,12,,"1,527",11,,30,,7,11,,31,,,1,,,,,7,"1,277","178,178",,"15,643",,,"86,648","2,303","86,648",,,,,"10,928","312,987","4,475"
710,xxMartian,True,0.0,0.0,,,,"140,950",,,,179,"1,786",,,"1,320",,,,815,,1,,,"67,414",,,"458,491",,,,,,,,,,,,,,,,,,,,"1,677",6,,14,,1,5,,3,,,,,,,,3,632,"220,341",,"29,679",,,"77,555","9,215","77,555",,,,,"7,811","49,722","6,111"
717,CX_ApplePie,True,0.0,0.0,,,,"52,980",,,,226,232,,,"5,343",,,,932,1,6,,,"8,374",,,"18,912",,"917,504",,,,,,,,,1,3,,,,,,,,314,1,,32,,5,11,2,2,,,,,,,,3,291,"382,334",,"1,172",,,"43,770","6,379","75,207",,,,,"4,033","181,788",53
723,tinman_spartacus,True,0.0,0.0,,,,,,,,,"4,769",,,18,,,,46,,2,,,"5,430",,,"79,895",,,,,,,,,,,,4,7,,,,,,,403,1,,,,8,1,,2,,,,,,,,,"1,469","82,005",,,,,"68,807","19,687","68,807",,,,,,"108,912",
726,Si1ver_L3viathan,True,0.0,0.0,,,,,,,,"1,512",128,,720,658,,,,392,,,,,"8,325",,,"17,769",,,,,,,,,,,,,,,,,,,,179,1,,3,,2,5,1,1,,,,,,,,,66,"83,925",,"43,512",,,"67,863","39,309","67,863",,,,,"4,057","27,465",388
733,lunarmarcy,True,0.0,0.0,,,,"120,863",,,,"2,250",382,,,215,,,6,875,2,,5,,"30,173",,,"182,626",,,,,,,,,,,,2,1,,,,1,,,877,1,,2,,24,6,3,2,,,,,,,,1,582,"166,498",,"16,253",,,"1,748","1,779","64,884",,,,,"9,618","191,500","2,095"
735,blubcat,True,0.0,0.0,,,,"68,120",,,,558,"3,854",,,161,,,8,491,1,1,,,"27,191",,,"192,511",,,,,,,,,,,,,,,,,,,,634,2,,82,,11,6,3,4,,,,,,,,,765,"56,434",,,6,,302,521,"62,437",,,,,458,"212,023","3,562"
742,Greggory2998,True,0.0,0.0,,,,,,,,"3,177","1,011",,,"3,284",,,,495,,,,,"9,973",,,"142,669",,,,,,,,,,,,5,,,6,,,,,509,1,,121,,17,7,,3,,,,,,,,,"1,706","212,807",,"7,425",,,"59,918","21,836","59,918",,,,,"2,421","167,643","14,865"
745,9seo,True,0.0,0.0,,,,,,,,"1,465",730,,,"3,194",,,,370,,1,,,"35,253",,,"252,867",,,,,,,,,,,,,,,3,,,,,"1,272",1,,21,,5,2,2,4,,,,,,,,3,379,"222,033",,"69,183",,,"59,365","12,465","59,365",,,,,"14,912","90,447","1,456"
748,iiska,True,0.0,0.0,,,,,,,,,,,,,,,,4,,,,,"1,191",,,"27,091",,,,,,,,,,,,,,,,,,,,91,3,,,,15,3,1,2,,,,,,,,,,"42,147",,,,,"57,737","13,415","57,737",,,,,,"45,860",
750,plumpero,True,0.0,0.0,,,,,,,,,"2,779",,,"3,132",,,4,411,,1,,,"20,874",,,"154,662",,,,,,,,,,,1,,,,,,1,,,813,1,,19,,11,10,3,5,,,,,,,,2,"1,299","79,992",,"6,063",,,"57,369","14,580","57,369",,,,,"1,165","345,534","1,539"
752,kristimas,True,0.0,0.0,,,,"98,630",,,,"1,633",16,,,,,,6,609,,,,,"9,166",,,"74,189",,,,,,,,,,,,,,,5,,,,,265,1,,,,5,4,1,2,,,,,,,,1,197,"109,149",,"3,628",,,"56,545","9,674","56,545",,,,,"2,413","152,028","7,209"
754,Speedsey,True,0.0,0.0,,,,,,,,90,"1,157",,,,,,,20,,,,,"18,001",,,"276,133",,,,,,,,,,,,,,,,,,,,816,1,,,,8,7,,3,,,,,,,,,868,"198,765",,"14,409",,,"55,993","2,103","55,993",,,,,761,"125,488",177
755,eitanzaki,True,0.0,0.0,,,,"60,557",,,,"3,146",107,,,828,,,,486,1,,,,"36,095",,,"166,706",,,,,,,,,,,,2,,,1,,,,,766,10,,3,,3,1,,1,,,,,,,,,304,"83,996",,"1,465",1,,282,441,"55,807",,,,,"1,874","70,490",26
757,JGS_06,True,0.0,0.0,,,,"353,584",,,,387,"1,892",,,"1,881",,,,290,,6,,,"30,865",,,"310,051",,,,,,,,,,,,3,,,,,,,,"1,286",1,,20,,2,6,,1,,,,,,,,3,741,"193,606",,"15,687",1,,"54,506",957,"54,506",,,,,"12,691","140,367","8,882"
758,seal_jelly,True,0.0,0.0,,,,"10,540",,,,215,628,,60,"2,860",,,,360,,9,,,"13,640",,,"149,098",,,,,,,,,,,,1,,,3,,,,,613,2,,21,,20,12,,3,,,,,,,,,922,"161,879",,"55,208",,,"54,345","38,471","54,345",,1,,,"7,156","182,257","2,947"
759,Death_Sith,True,0.0,4.0,,,,,,,,547,"7,887",,,210,,,,150,,174,,,"5,151",,,"100,776",,,,,,1,,,,,1,,,,,,,,,323,2,,1,,137,8,,13,,,,,,,,,"1,446","424,318",,820,,,"53,449","1,452","53,449",,,,,363,"133,980",461
765,evilgurtyo,True,0.0,0.0,"617,110",,25,"125,173",,,,182,"8,084",,,550,,,,"1,492",3,5,,,"31,132",,,"340,671",,,,,,,,,,,1,,1,,1,,,,,"1,159",6,,2,,20,29,9,17,,,,,,,,,"2,717","164,368",,"1,655",,,"9,208","8,478","50,398",,1,,,"3,023","76,433","2,214"
768,DevayCo,True,0.0,0.0,,,,"12,670",,,,127,545,,,,,,,40,,,,,"3,908",,,"65,415",,"11,900",,,,,,,,,,1,,,3,,,,,289,5,,,,23,7,1,2,,,,,,,,,312,"102,134",,61,,,"48,559","25,218","48,559",,,,,215,"152,576","9,044"
769,franxad,True,0.0,0.0,,,,"516,190",,,,,339,,,"3,280",,,,793,,4,,,"58,284",,,"447,342",,,,,,,,,,,,2,1,,,,1,,,"1,657",3,,20,,5,14,1,2,,,,,,,,,233,"214,425",,"3,406",,,"48,171","12,144","48,171",,,,,"2,235","41,592",542
773,licewara,True,0.0,0.0,,,,,,,,"1,620",740,,,890,,,,169,,2,,,"22,253",,,"158,234",,,,,,,,,,,,,,,1,,,,,628,2,,9,,3,1,,3,,,,,,,,,515,"146,968",,"6,149",,,"45,860","39,840","45,860",,,,,445,"38,965",156
774,lalechugabro,True,0.0,0.0,,,,"178,617",,,,104,664,,,4,,,,242,,4,,,"16,157",,,"156,888",,,,,,,,,,,,,,,2,,,,,570,2,"114,484",,,7,13,5,16,,,,,,,,,452,"93,974",,"5,868",,,"45,066","11,461","45,066",,,,,"8,775","95,890",73
782,kayejenchckn,True,0.0,0.0,,,,,,,,427,,,,,,,62,427,1,,,,"1,325",,,539,,,,,,,,,,,,,,,,,,,,29,2,,,,3,,,5,,,,,,,,,,,,,,,"11,444","11,983","40,365",,,,,"11,320","38,507","16,313"
783,K4dyP14yz,True,0.0,0.0,,,,"4,879",,,,"2,148","1,887",,,,,,,100,,,,,"12,279",,,"130,712",,,,,1,,,,,,,1,,,2,,,,,520,7,,,,9,9,1,7,,,,,,,,1,735,"64,286",,,,,"39,703","13,766","39,703",,,,,"6,205","68,267",
789,Outlaw3_3,True,0.0,0.0,,,,,,,,,2,,,431,,,4,277,,,,,"26,056",,,"340,143",,,,,2,,,,,,,,,,3,,,,,"1,054",3,,16,,18,31,3,64,,,1,,,,,,115,"130,486",,,,,"37,544","11,612","37,544",,,9,,517,"116,385","4,130"
791,kalebplays_,True,0.0,0.0,,,,,,,,,,,,220,,,,,,2,,,"2,643",,,"167,109",,,,,,,,,,,,,,,2,,,,,468,3,,4,,5,2,2,1,,,,,,,,1,6,"33,140",,,,,"37,049","15,365","37,049",,,,,,"131,324",
792,02cutie1,True,0.0,0.0,,,,"498,478",,,,"1,235",547,,,,,,,190,,,,,"10,496",,,"82,473",,,,,,,,,,,,,,,,,,,,476,6,,,,3,7,,4,,,,,,,,,305,"81,301",,"3,082",,,"36,170","11,288","36,170",,,,,"3,730","46,628",865
794,_Varus__,True,0.0,0.0,,,,,,,,,,,,,,,,,,,,,"1,275",,,"43,400",,,,,,,,,,,1,,,,,,,,,124,7,,,,1,1,1,,,,,,,,,,,"32,668",,867,,,"35,385","19,536","35,385",,,,,537,"2,826",301
800,Xaru,True,0.0,0.0,,,,,,,,,5,,,,,,,,,,,,"4,156",,,"165,998",,,,,,,,,,,,,,,,,,,,459,2,,,,1,3,,1,,,,,,,,,57,"110,137",,,,,"32,988","1,688","32,988",,,,,314,"65,744",535
801,bbauti_,True,0.0,0.0,,,,,,,,,"3,413",,,,,,,30,,,,,"8,277",,,"142,792",,,,,,,,,,,,,,,,,,,,444,3,,,,4,3,,1,,,,,,,,,605,"69,914",,"1,372",,,"32,760",136,"32,760",,,,,574,"135,200",56
803,Varsain,True,0.0,0.0,,,,,,,,"5,307","1,777",,,80,,,,"1,294",2,41,,,"20,009",,,"216,975",,,,,,,,,,,,,,,,,,,,744,1,,1,,3,4,4,1,,,,,,,,,"1,972","148,888",,"27,565",,,42,433,"32,613",,,,,"3,916","53,066","1,983"
805,dylanosmell,True,0.0,0.0,,,,,,,,,"6,017",,,,,,,20,,1,,,"12,855",,,"104,375",,,,,,,,,,,,,,,1,,,,,423,2,,,,5,6,,4,,,,,,,,,"1,238","98,928",,"2,476",,,"31,197","31,197","31,197",,,,,"2,703","89,305","1,564"
806,CosmicCaptainAri,True,0.0,0.0,,,,"414,387",,,,,129,,,,,,3,41,,,,,"3,850",,,"53,098",,,,,,,,,,,,,,,1,,,,,248,1,,,,4,4,1,3,,,,,,,,,76,"47,985",,,,,"30,738","1,313","30,738",,,,,292,"91,353",860
812,A1ien,True,0.0,0.0,,,,,,,,,104,,,,,,,30,,,,,"6,050",,,"40,277",,,,,,,,,,,,,,,,,,,,130,3,,,,1,4,1,5,,,,,,,,,81,"28,541",,,,,"28,184","28,184","28,184",,,,,250,"168,412",
813,SottoVoice,True,0.0,0.0,,,,"154,529",,,,,,,,"1,392",,,,"1,182",1,,,,"43,805",,,"306,632",,,,,,,,,,,,,,,,,,,,"1,225",1,,10,,1,2,,2,,,,,,,,1,16,"105,344",,"14,393",,,0,47,"27,463",,,,,"4,419","26,164","1,957"
821,bimbobagginss,True,0.0,0.0,,,,,,,,696,238,,,,,,2,8,,,,,"3,788",,,"24,044",,,,,,,,,,,1,,,,1,,,,,123,1,,,,8,4,,5,,,,,,,,,117,"13,950",,,,,"25,930","24,926","25,930",,,,,612,"135,677",
826,HipFishing,True,0.0,0.0,,,,,,,,"2,319",149,,,,,,5,37,,,,,"5,300",,,"57,354",,,,,,,,,,,,,,,,,,,,178,1,,,,3,2,1,1,,,,,,,,1,59,"123,734",,"3,984",,,"24,668",519,"24,668",,,,,"1,963","133,269",673
832,TescoNoodles,True,0.0,0.0,,,,,,,,,,,,,,,,320,1,,,,"23,231",,,"169,478",,,,,,,,,,,,,,,,,,,,630,1,,,,10,5,4,8,,,,,,,,,26,"59,979",,,,,"10,782","3,155","21,924",,,,,591,"103,112","2,186"
833,rearinghardcore,True,0.0,0.0,,,,,,,,,,,,,,,,,,,,,"2,186",,,"48,507",,,,,,,,,,,1,,,,,,,,,157,1,,,,3,3,3,1,,,,,,,,,5,"55,150",,,,,"21,396","13,966","21,396",,,,,,"17,161",
847,SpookyElirex,True,0.0,0.0,,,,,,,,,48,,,,,,,120,,,,,"4,150",,,"71,556",,,,,,,,,,,,,,,,,,,,261,1,,,,1,1,,1,,,,,,,,1,11,"104,663",,,,,"18,261","15,706","18,261",,,,,,"77,315",
855,Montylefty,True,0.0,0.0,,,,,,,,,154,,,,,,,50,,,,,"8,760",,,"141,024",,,,,,,,,,,,,,,1,,,,,436,1,,,,6,9,,1,,,,,,,,,87,"95,333",,"1,387",,,"16,131","10,673","16,131",,,,,844,"22,989",218
861,Jonipoka,True,0.0,0.0,,,,,,,,,35,,,30,,,,110,,,,,"9,014",,,"69,201",,,,,,,,,,,,,,,,,,,,238,1,,1,,2,,,1,,,,,,,,,27,"42,794",,"21,103",,,"14,489","3,515","14,489",,,,,"3,004","12,048",467
864,RattChan,True,0.0,0.0,,,,"15,860",,,,,,,,,,,5,17,,,,,"3,229",,,"61,082",,,,,,1,,,,,,,,,1,,,,,194,1,,,,5,3,2,5,,,,,,,,1,13,"27,351",,,1,,"13,014","9,294","13,014",,1,,,145,"31,831",781
866,akrobeauu,True,0.0,0.0,,,,,,,,,54,,,765,,,,114,,1,,,"13,547",,,"86,977",,,,,,,,,,,,,,,,,,,,332,1,,7,,9,7,3,4,,,,,,,,2,92,"42,187",,,,,"12,615","1,564","12,615",,,,,85,"30,860",
872,MayaPickles,True,0.0,0.0,"515,611",,,,,,,,,,,,,,6,43,,,,,597,,,"7,235",,,,,,,,,,,,,,,,,,,,35,1,,,,,,,,,,,,,,,,,"42,885",,,,,"11,726","11,726","11,726",,,,,,"27,280",
876,Ranchette,True,0.0,0.0,,,,,,,,,"1,944",,,,,,,120,,,,,"5,801",,,"35,212",,,,,,,,,,,,,,,,,,,,190,1,,,,1,3,,1,,,,,,,,,831,"45,562",,,,,"10,102","9,467","10,102",,,,,"3,426","48,995","1,219"
877,bolli24,True,0.0,0.0,,,,,,,,,139,,,,,,,10,,1,,,"4,409",,,"61,973",,,,,,,,,,,1,,,,,,,,,201,1,,,,7,,,1,,,,,,,,,19,"42,122",,,,,"9,467","9,467","9,467",,,,,857,"22,910",
878,MichaelMath,True,0.0,0.0,,,,,,,,,213,,,,,,,,,,,,"3,184",,,"52,694",,,,,,,,,,,,1,,,,,,,,174,1,,,,8,2,,1,,,,,,,,,76,"21,161",,,,,"9,306","9,306","9,306",,,,,,"15,729",
888,amaya_ch,True,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,"5,992","2,579","5,992",,,,,,,
893,sol_syntax,True,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,"1,213",,,,,,,,,,,,,,,,,,,,3,1,,,,2,3,1,2,,,,,,,,1,,"4,366",,,,,"4,872","4,034","4,872",,,,,,"10,909",
895,TheGuyWhoAsked31,True,0.0,0.0,,,,,,,,,,,,3,,,,30,,,,,"1,267",,,"5,575",,,,,,,,,,,,2,,,1,,,,,15,4,,,,2,4,1,,,,,,,,,,,"25,668",,,,,"4,012","4,012","4,012",,,,,,"11,649",
904,AdamDSK,True,0.0,0.0,,,,,,,,,,,,,,,,,,,,,"1,275",,,"17,454",,,,,,,,,,,,,,,,,,,,53,1,,,,1,3,,1,,,,,,,,,5,"12,953",,,,,"2,444","2,444","2,444",,,,,73,"5,410",
905,Urk333,True,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,"1,770","1,770","1,770",,,,,,,
909,BT78,True,0.0,0.0,,,,,,,,,,,,,,,,,,,,,450,,,"3,355",,,,,,,,,,,,,,,,,,,,10,1,,,,,3,1,,,,,,,,,,,"2,089",,,,,"1,384","1,384","1,384",,,,,,"2,195",
910,14vs,True,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,757,757,757,,,,,,,
911,XX1,True,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,754,754,754,,,,,,,
913,FrostyMoney2027,True,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,626,626,626,,,,,,,
916,GhostySneaks,True,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,572,572,572,,,,,,,
917,Deadbody25,True,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,177,177,177,,,,,,,
